id_municipio,sigla_uf,populacao_urbana_2013,populacao_urbana_2035,prestador_servico_esgotamento_sanitario,sigla_prestador,indice_sem_atendimento_sem_coleta_sem_tratamento,indice_atendimento_solucao_individual,indice_atendimento_com_coleta_sem_tratamento,indice_atendimento_com_coleta_com_tratamento,vazao_sem_coleta_sem_tratamento,vazao_solucao_individual,vazao_com_coleta_sem_tratamento,vazao_com_coleta_com_tratamento,vazao_total,carga_gerada_sem_coleta_sem_tratamento,carga_gerada_encaminhada_solucao_individual,carga_gerada_com_coleta_sem_tratamento,carga_gerada_com_coleta_com_tratamento,carga_gerada_total,carga_lancada_sem_coleta_sem_tratamento,carga_lancada_proveniente_solucao_individual,carga_lancada_com_coleta_sem_tratamento,carga_lancada_com_coleta_com_tratamento,carga_lancada_total,indice_atendimento_etes_2035,indice_atendimento_solucao_individual_2035,carga_gerada_total_2035,carga_afluente_ete_2035,carga_efluente_ete_2035,carga_afluente_solucao_individual_2035,carga_efluente_solucao_individual_2035,populacao_atendida_2035,investimento_coleta,investimento_tratamento,investimento_coleta_tratatamento,necessidade_remocao_dbo,tipologia_solucao,atencao_fosforo,atencao_nitrogenio
3163003,MG,3065,3557,Prefeitura Municipal de São José da Safira,PM,0.1297,0.0109,0.8594,0,0.4,0,2.4,0,2.8,21.5,1.8,142.2,0,165.5,21.5,0.7,142.2,0,164.4,0.9,0.1,192.1,172.9,34.6,19.2,7.7,3201,913088.697762,531410.25015,1444498.94791,Entre 60 e 80%,Tratamento secundário convencional,Sim,Não
3163102,MG,2574,4222,Prefeitura Municipal de São José da Varginha,PM,0.5114,0.1648,0.3238,0,1.1,0.3,0.7,0,2.1,71.1,22.9,45,0,139,71.1,9.2,45,0,125.2,0.9,0.1,228,205.2,41,22.8,9.1,3800,4775818.94824,1094328.05997,5870147.00821,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
3163201,MG,3022,3634,Prefeitura Municipal de São José do Alegre,PM,0.0134,0.0052,0.9814,0,0.1,0,4.1,0,4.2,2.2,0.8,160.2,0,163.2,2.2,0.3,160.2,0,162.7,0.9,0.1,196.2,176.6,70.6,19.6,7.8,3271,966790.645687,816668.675466,1783459.32115,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
3163300,MG,2802,3149,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,0.0958,0.0103,0.8939,0,0.3,0,2.7,0,3,14.5,1.6,135.3,0,151.3,14.5,0.6,135.3,0,150.4,0.9,0.1,170,153,61.2,17,6.8,2834,530017.627584,648994.531821,1179012.15941,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
3163409,MG,3742,3882,Prefeitura Municipal de São José do Goiabal,PM,0.0252,0.003,0,0.9718,0.1,0,0,4.7,4.8,5.1,0.6,0,196.4,202.1,5.1,0.2,0,196.4,201.7,0.97180807807,0.0281919219301,209.6,203.7,40.7,5.9,2.4,3773,218326.206958,626170.619865,844496.826823,Entre 60 e 80%,Tratamento secundário convencional,Sim,Não
3163508,MG,2049,3332,Companhia de Saneamento de Minas Gerais,COPASA,0.0499,0.002,0.9482,0,0.1,0,2.3,0,2.4,5.5,0.2,104.9,0,110.6,5.5,0.1,104.9,0,110.5,0.9,0.1,179.9,161.9,64.8,18,7.2,2999,2033784.94213,686707.672557,2720492.61468,Entre 60 e 80%,Tratamento secundário convencional,Sim,Não
3163607,MG,1521,1820,Prefeitura Municipal de São José do Mantimento,PM,0.0035,0.0076,0.989,0,0,0,2,0,2.1,0.3,0.6,81.2,0,82.1,0.3,0.2,81.2,0,81.8,0.9,0.1,98.3,88.5,35.4,9.8,3.9,1638,475524.394419,412099.637467,887624.031886,Entre 60 e 80%,Tratamento secundário convencional,Sim,Não
3163706,MG,44037,49056,SAAE - Serviço Autônomo de Água e Esgoto São Lourenço,SAAE,0,0,1,0,0,0,81.9,0,81.9,0,0,2378,0,2378,0,0,2378,0,2378,1,0,2649,2649,582.8,0,0,49056,5777003.60323,15783557.9352,21560561.5384,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
3163805,MG,3874,5155,Prefeitura Municipal de São Miguel do Anta,PM,0.1372,0.0032,0.8596,0,0.6,0,3.7,0,4.3,28.7,0.7,179.8,0,209.2,28.7,0.3,179.8,0,208.8,0.9,0.1,278.4,250.6,50.1,27.8,11.1,4640,2107640.21804,770093.919713,2877734.13775,Entre 60 e 80%,Tratamento secundário convencional,Sim,Não
3163904,MG,2789,2875,Prefeitura Municipal de São Pedro da União,PM,0.0428,0.0004,0.9569,0,0.2,0,3.6,0,3.8,6.4,0.1,144.1,0,150.6,6.4,0,144.1,0,150.6,0.9,0.1,155.3,139.8,55.9,15.5,6.2,2588,132208.829774,629926.807695,762135.637469,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
3164001,MG,6816,6330,Prefeitura Municipal de São Pedro dos Ferros,PM,0.098,0,0.902,0,0.7,0,6.1,0,6.7,36.1,0,332,0,368.1,36.1,0,332,0,368.1,0.9,0.1,341.8,307.6,30.8,34.2,13.7,5697,0,1758586.12438,1758586.12438,Acima de 80%,Tratamento secundário avançado,Sim,Não
3164100,MG,2321,2672,Prefeitura Municipal de São Pedro do Suaçuí,PM,0.2646,0.0052,0.7302,0,0.9,0,2.5,0,3.4,33.2,0.7,91.5,0,125.3,33.2,0.3,91.5,0,124.9,0.9,0.1,144.3,129.9,52,14.4,5.8,2405,1143383.08598,550756.515676,1694139.60165,Entre 60 e 80%,Tratamento secundário convencional,Sim,Não
3164209,MG,7037,9411,Prefeitura Municipal de São Romão,PM,0.761,0.1807,0,0.0583,5.3,1.2,0,0.4,6.9,289.2,68.7,0,22.1,380,289.2,27.5,0,22.1,338.8,0.9,0.1,508.2,457.4,183,50.8,20.3,8470,9833008.34799,2383050.98588,12216059.3339,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
3164308,MG,4403,5509,Companhia de Saneamento de Minas Gerais,COPASA,0.0872,0.0654,0.8475,0,0.6,0.4,5.7,0,6.7,20.7,15.5,201.5,0,237.8,20.7,6.2,201.5,0,228.4,0.9,0.1,297.5,267.8,53.5,29.8,11.9,4958,1907344.30799,823110.536127,2730454.84412,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
3164407,MG,3065,4111,Prefeitura Municipal de São Sebastião da Bela Vista,PM,0.0599,0.0052,0.9349,0,0.4,0,5.8,0,6.2,9.9,0.9,154.7,0,165.5,9.9,0.3,154.7,0,165,0.9,0.1,222,199.8,79.9,22.2,8.9,3700,1575051.983,880239.373553,2455291.35655,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
3164431,MG,1682,2194,Prefeitura Municipal de São Sebastião da Vargem Alegre,PM,0.1772,0,0.8228,0,0.4,0,1.8,0,2.2,16.1,0,74.7,0,90.8,16.1,0,74.7,0,90.8,0.9,0.1,118.5,106.7,21.3,11.9,4.8,1975,951173.872632,327815.964724,1278989.83736,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
3164472,MG,4504,7049,Prefeitura Municipal de São Sebastião do Anta,PM,0.1762,0.0485,0.7753,0,0.6,0.2,2.6,0,3.3,42.9,11.8,188.6,0,243.2,42.9,4.7,188.6,0,236.1,0.9,0.1,380.6,342.5,24,38.1,15.2,6344,4592213.89757,1865207.75389,6457421.65146,Acima de 80%,Tratamento secundário avançado,Sim,Não
3164506,MG,3278,4563,Companhia de Saneamento de Minas Gerais,COPASA,0.1172,0.0726,0.8102,0,0.3,0.2,2.3,0,2.9,20.8,12.9,143.4,0,177,20.8,5.1,143.4,0,169.3,0.9,0.1,246.4,221.8,44.4,24.6,9.8,4107,2471572.46785,681717.043679,3153289.51153,Entre 60 e 80%,Tratamento secundário convencional,Sim,Não
3164605,MG,3499,4947,Prefeitura Municipal de São Sebastião do Oeste,PM,0.1016,0.0373,0.8611,0,0.5,0.2,4.6,0,5.4,19.2,7,162.7,0,188.9,19.2,2.8,162.7,0,184.7,0.9,0.1,267.1,240.4,96.2,26.7,10.7,4452,2316597.10203,1019480.06927,3336077.1713,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
3164704,MG,63217,72167,Companhia de Saneamento de Minas Gerais,COPASA,0.0045,0.0034,0.9921,0,0.4,0.3,90.4,0,91.1,15.4,11.7,3386.6,0,3413.7,15.4,4.7,3386.6,0,3406.7,1,0,3897,3897,117,0,0,72167,10321266.4349,36490806.7032,46812073.1382,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
3164803,MG,881,814,Prefeitura Municipal de São Sebastião do Rio Preto,PM,0.8174,0.0023,0.1804,0,1.5,0,0.3,0,1.9,38.9,0.1,8.6,0,47.6,38.9,0,8.6,0,47.5,0.9,0.1,44,39.6,15.8,4.4,1.8,733,942555.134017,167666.686136,1110221.82015,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
3164902,MG,1381,1865,Prefeitura Municipal de São Sebastião do Rio Verde,PM,0.0129,0.0038,0.9833,0,0,0,2.6,0,2.6,1,0.3,73.3,0,74.6,1,0.1,73.3,0,74.4,0.9,0.1,100.7,90.6,36.3,10.1,4,1679,766637.402755,420025.630019,1186663.03277,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
3165008,MG,8787,10305,Companhia de Saneamento de Minas Gerais,COPASA,0.2243,0.0756,0.0806,0.6195,2.2,0.7,0.8,6,9.7,106.5,35.8,38.3,293.9,474.5,106.5,14.3,38.3,40.6,199.6,0.9,0.1,556.5,500.9,69.1,55.7,22.3,9275,3810018.25658,636043.802641,4446062.05922,Acima de 80%,Tratamento secundário avançado,Não,Não
3165107,MG,5650,5812,Prefeitura Municipal de São Tomás de Aquino,PM,0.0072,0.0016,0.9911,0,0.1,0,7.7,0,7.7,2.2,0.5,302.4,0,305.1,2.2,0.2,302.4,0,304.8,0.9,0.1,313.8,282.4,56.5,31.4,12.6,5231,196137.163399,956264.969497,1152402.1329,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
3165206,MG,4035,5631,Prefeitura Municipal de São Thomé das Letras,PM,0.0005,0.0047,0.9948,0,0,0,5.2,0,5.3,0.1,1,216.8,0,217.9,0.1,0.4,216.8,0,217.3,0.9,0.1,304.1,273.7,27.4,30.4,12.2,5068,2555590.70128,1725231.3293,4280822.03058,Acima de 80%,Tratamento secundário avançado,Não,Não
3165305,MG,6289,7008,Prefeitura Municipal de São Vicente de Minas,PM,0.0291,0.0015,0.9694,0,0.2,0,8.2,0,8.5,9.9,0.5,329.2,0,339.6,9.9,0.2,329.2,0,339.3,0.9,0.1,378.4,340.6,136.2,37.8,15.1,6307,849892.918513,1984268.43836,2834161.35687,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
3165404,MG,4010,5160,Companhia de Saneamento de Minas Gerais,COPASA,0.0513,0.0077,0.9411,0,0.3,0,4.8,0,5,11.1,1.7,203.8,0,216.5,11.1,0.7,203.8,0,215.5,0.987400453883,0.012599546117,278.6,275.1,82.5,3.5,1.4,5095,2127423.69812,1562867.39225,3690291.09037,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
3165503,MG,2127,3204,Prefeitura Municipal de Sardoá,PM,0.2824,0.009,0.7086,0,0.8,0,2,0,2.8,32.4,1,81.4,0,114.9,32.4,0.4,81.4,0,114.2,0.9,0.1,173,155.7,15.6,17.3,6.9,2884,2215585.30049,888041.957248,3103627.25774,Acima de 80%,Tratamento secundário avançado,Não,Não
3165537,MG,28312,38574,Companhia de Saneamento de Minas Gerais,COPASA,0.1527,0.0314,0.7519,0.064,4.8,1,23.7,2,31.6,233.5,48,1149.6,97.8,1528.8,233.5,19.2,1149.6,21,1423.3,0.9,0.1,2083,1874.7,374.9,208.3,83.3,34717,13371193.0518,5075640.03003,18446833.0818,Requer solução complementar,"Outras soluções (revisão da classe do rio, corpo receptor alternativo, reuso, etc.)",Não,Não
3165552,MG,2984,7707,Prefeitura Municipal de Setubinha,PM,0.5021,0.0096,0.4882,0,1.4,0,1.3,0,2.7,80.9,1.6,78.7,0,161.1,80.9,0.6,78.7,0,160.2,0.9,0.1,416.2,374.6,74.9,41.6,16.6,6936,8822035.50639,1151439.36059,9973474.86698,Entre 60 e 80%,Tratamento secundário convencional,Sim,Não
3165560,MG,1512,1426,Prefeitura Municipal de Sem-Peixe,PM,0.15,0,0.85,0,0.4,0,2.2,0,2.6,12.2,0,69.4,0,81.6,12.2,0,69.4,0,81.6,0.9,0.1,77,69.3,27.7,7.7,3.1,1283,114684.229411,293815.087149,408499.31656,Entre 60 e 80%,Tratamento secundário convencional,Sim,Não
3165578,MG,3207,3449,Prefeitura Municipal de Senador Amaral,PM,0.0639,0.0181,0.9181,0,0.3,0.1,3.7,0,4,11.1,3.1,159,0,173.2,11.1,1.3,159,0,171.3,0.9,0.1,186.2,167.6,67,18.6,7.4,3104,358200.353027,725197.733751,1083398.08678,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
3165602,MG,1556,1566,Prefeitura Municipal de Senador Cortes,PM,0.1402,0.002,0.8578,0,0.4,0,2.2,0,2.5,11.8,0.2,72.1,0,84,11.8,0.1,72.1,0,83.9,0.9,0.1,84.6,76.1,30.4,8.5,3.4,1409,120871.705817,322848.546401,443720.252218,Entre 60 e 80%,Tratamento secundário convencional,Sim,Não
3165701,MG,4921,6499,SAAE-Serviço Autônomo de Água e Esgoto,SAAE,0.3086,0.0077,0.6837,0,1.9,0,4.3,0,6.3,82,2,181.7,0,265.7,82,0.8,181.7,0,264.5,1,0,350.9,350.9,140.4,0,0,6499,6502239.46975,1912774.81927,8415014.28902,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
3165800,MG,660,575,Prefeitura Municipal de Senador José Bento,PM,0.0381,0,0.9619,0,0,0,0.6,0,0.6,1.4,0,34.3,0,35.6,1.4,0,34.3,0,35.6,0.9,0.1,31.1,28,11.2,3.1,1.2,518,0,126655.450386,126655.450386,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
3165909,MG,1799,2255,Prefeitura Municipal de Senador Modestino Gonçalves,PM,0.0632,0,0.3062,0.6305,0.1,0,0.6,1.2,1.9,6.1,0,29.7,61.3,97.1,6.1,0,29.7,17.8,53.7,0.9,0.1,121.8,109.6,21.9,12.2,4.9,2030,687402.357234,162325.949013,849728.306248,Entre 60 e 80%,Tratamento secundário convencional,Sim,Não
3166006,MG,3360,4022,SAAE- Serviço Autônomo de Água e Esgoto,SAAE,0,0,0.01,0.99,0,0,0.1,7,7.1,0,0,1.8,179.6,181.4,0,0,1.8,55.7,57.5,1,0,217.2,217.2,67.3,0,0,4022,1066359.82218,159369.182161,1225729.00434,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
3166105,MG,1323,1262,Prefeitura Municipal de Senhora do Porto,PM,0.1851,0.0257,0.7893,0,0.3,0,1.4,0,1.8,13.2,1.8,56.4,0,71.4,13.2,0.7,56.4,0,70.3,0.9,0.1,68.1,61.3,24.5,6.8,2.7,1136,225054.711705,260178.379694,485233.091399,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
3166204,MG,3547,3229,Prefeitura Municipal de Senhora dos Remédios,PM,0.035,0.0035,0.9615,0,0.2,0,5.3,0,5.5,6.7,0.7,184.2,0,191.5,6.7,0.3,184.2,0,191.1,1,0,174.4,174.4,70,0,0,3229,200066.204082,739441,939507.204082,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
3166303,MG,3847,5157,Prefeitura Municipal de Sericita,PM,0.1544,0.0282,0.8174,0,0.6,0.1,3.3,0,4,32.1,5.9,169.8,0,207.7,32.1,2.3,169.8,0,204.2,0.9,0.1,278.5,250.7,100.2,27.9,11.2,4641,2409488.90191,1062793.1962,3472282.09811,Entre 60 e 80%,Tratamento secundário convencional,Sim,Não
3166402,MG,1538,1741,Prefeitura Municipal de Seritinga,PM,0.0566,0.0047,0.9386,0,0.1,0,1.9,0,2.1,4.7,0.4,78,0,83.1,4.7,0.2,78,0,82.8,0.9,0.1,94,84.6,33.8,9.4,3.8,1567,307505.785622,374328.544866,681834.330488,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
3166501,MG,1764,1864,Companhia de Saneamento de Minas Gerais,COPASA,0.2082,0.0012,0.7906,0,0.4,0,1.4,0,1.7,19.8,0.1,75.3,0,95.3,19.8,0,75.3,0,95.2,0.9,0.1,100.7,90.6,9.1,10.1,4,1678,628235.516158,516638.9521,1144874.46826,Acima de 80%,Tratamento secundário avançado,Sim,Não
3166600,MG,533,536,Companhia de Saneamento de Minas Gerais,COPASA,0.2296,0.0019,0.7685,0,0.2,0,0.6,0,0.8,6.6,0.1,22.1,0,28.8,6.6,0,22.1,0,28.7,0.9,0.1,28.9,26,10.4,2.9,1.2,482,61115.2679403,110488.330769,171603.598709,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
3166709,MG,7022,7460,Companhia de Saneamento de Minas Gerais,COPASA,0.6686,0.0319,0,0.2995,10.6,0.5,0,4.8,15.9,253.5,12.1,0,113.6,379.2,253.5,4.8,0,39.7,298.1,0.9,0.1,402.8,362.5,36.3,40.3,16.1,6714,5625090.08214,1586248.74026,7211338.8224,Acima de 80%,Tratamento secundário avançado,Sim,Não
3166808,MG,8191,10273,Prefeitura Municipal de Serra do Salitre,PM,0.0352,0.0079,0.9569,0,0.3,0.1,8.8,0,9.2,15.6,3.5,423.3,0,442.3,15.6,1.4,423.3,0,440.2,0.9,0.1,554.7,499.2,35,55.5,22.2,9246,2430979.47904,2890263.4472,5321242.92624,Acima de 80%,Tratamento secundário avançado,Não,Não
3166907,MG,6782,7146,Prefeitura Municipal de Serrania,PM,0.031,0.0075,0.0134,0.9482,0.3,0.1,0.1,8.7,9.1,11.4,2.7,4.9,347.2,366.2,11.4,1.1,4.9,52.1,69.4,0.948161541971,0.0518384580292,385.9,365.9,54.9,20,8,6776,426970.620593,129541.943151,556512.563744,Acima de 80%,Tratamento secundário avançado,Não,Não
3166956,MG,1816,2041,Prefeitura Municipal de Serranópolis de Minas,PM,0.9844,0.0139,0.0017,0,2.2,0,0,0,2.2,96.5,1.4,0.2,0,98.1,96.5,0.5,0.2,0,97.2,0.9,0.1,110.2,99.2,9.9,11,4.4,1837,2952989.78203,565890.839943,3518880.62197,Acima de 80%,Tratamento secundário avançado,Não,Não
3167004,MG,1575,1426,Prefeitura Municipal de Serranos,PM,0.151,0.0032,0.8458,0,0.3,0,1.7,0,2,12.8,0.3,71.9,0,85.1,12.8,0.1,71.9,0,84.9,0.9,0.1,77,69.3,27.7,7.7,3.1,1283,124574.24422,293982.070876,418556.315096,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
3167103,MG,13256,15597,Companhia de Saneamento de Minas Gerais,COPASA,0.2633,0.0262,0,0.7105,3.3,0.3,0,9,12.6,188.5,18.8,0,508.6,715.8,188.5,7.5,0,37.2,233.2,0.9,0.1,842.2,758,55.4,84.2,33.7,14037,5635597.18162,1057829.30704,6693426.48866,Acima de 80%,Tratamento secundário avançado,Não,Não
3167202,MG,222049,247615,SAAE - Serviço Autônomo de Água e Esgoto,SAAE,0.0942,0.0058,0.873,0.027,27.3,1.7,252.9,7.8,289.7,1128.9,70.1,10467.8,323.7,11990.6,1128.9,28,10467.8,124.7,11749.5,1,0,13371.2,13371.2,579.3,0,0,247615,51449687.6949,98528032.0357,149977719.731,Requer solução complementar,"Outras soluções (revisão da classe do rio, corpo receptor alternativo, reuso, etc.)",Não,Não
3167301,MG,1481,1623,Prefeitura Municipal de Silveirânia,PM,0.1442,0.0056,0.8502,0,0.2,0,1.4,0,1.7,11.5,0.4,68,0,80,11.5,0.2,68,0,79.7,0.9,0.1,87.6,78.8,31.6,8.8,3.5,1461,324793.939675,334557.115458,659351.055133,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
3167400,MG,3779,5033,Prefeitura Municipal de Silvianópolis,PM,0.0535,0.0277,0.9188,0,0.4,0.2,7.7,0,8.4,10.9,5.7,187.5,0,204.1,10.9,2.3,187.5,0,200.7,0.9,0.1,271.8,244.6,97.8,27.2,10.9,4530,1855042.84512,1058968.99812,2914011.84324,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
3167509,MG,1550,1990,Prefeitura Municipal de Simão Pereira,PM,0.0528,0.0348,0.9124,0,0.2,0.1,3.1,0,3.4,4.4,2.9,76.4,0,83.7,4.4,1.2,76.4,0,82,0.9,0.1,107.5,96.8,9.7,10.8,4.3,1791,646764.821015,559324.510516,1206089.33153,Acima de 80%,Tratamento secundário avançado,Sim,Não
3167608,MG,7441,8185,Prefeitura Municipal de Simonésia,PM,0.1931,0.0093,0.7976,0,1.5,0.1,6.1,0,7.7,77.6,3.7,320.5,0,401.8,77.6,1.5,320.5,0,399.6,0.959426146599,0.0405738534009,442,424.1,93.3,17.9,7.2,7853,2339736.4938,2418724,4758460.4938,Entre 60 e 80%,Tratamento secundário convencional,Sim,Não
3167707,MG,4176,4217,Prefeitura Municipal de Sobrália,PM,0.1964,0.0024,0.8012,0,0.9,0,3.5,0,4.4,44.3,0.5,180.7,0,225.5,44.3,0.2,180.7,0,225.2,0.9,0.1,227.7,204.9,41,22.8,9.1,3795,724452.122228,630073.73343,1354525.85566,Entre 60 e 80%,Tratamento secundário convencional,Sim,Não
3167806,MG,3956,4784,Prefeitura Municipal de Soledade de Minas,PM,0.1513,0.0037,0.845,0,1,0,5.8,0,6.9,32.3,0.8,180.5,0,213.6,32.3,0.3,180.5,0,213.1,0.9,0.1,258.3,232.5,93,25.8,10.3,4306,1550310.82504,986004.989735,2536315.81478,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
3167905,MG,2705,2692,Prefeitura Municipal de Tabuleiro,PM,0.0415,0.0007,0.9578,0,0.1,0,2.9,0,3,6.1,0.1,139.9,0,146.1,6.1,0,139.9,0,146,0.9,0.1,145.4,130.9,52.3,14.5,5.8,2423,0,590367.748547,590367.748547,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
3168002,MG,26504,30790,Companhia de Saneamento de Minas Gerais,COPASA,0.5875,0.115,0,0.2975,22.7,4.4,0,11.5,38.7,865.6,169.5,0,438.3,1473.4,865.6,67.8,0,135.9,1069.3,0.9,0.1,1662.7,1496.4,44.9,166.3,66.5,27711,22551963.1835,9322023.42614,31873986.6096,Acima de 80%,Tratamento secundário avançado,Sim,Sim
3168051,MG,1438,1637,Serviço Autônomo de Água e Esgoto de Taparuba,SAAE,0.0441,0.0028,0.953,0,0.1,0,2.7,0,2.8,3.4,0.2,74,0,77.7,3.4,0.1,74,0,77.5,0.9,0.1,88.4,79.6,31.8,8.8,3.5,1473,304700.151613,357172.347588,661872.499201,Entre 60 e 80%,Tratamento secundário convencional,Sim,Não
3168101,MG,2952,4205,Prefeitura Municipal de Tapira,PM,0.1042,0.0343,0.8615,0,0.4,0.1,3.4,0,4,16.6,5.5,137.3,0,159.4,16.6,2.2,137.3,0,156.1,1,0,227.1,227.1,50,0,0,4205,2675505.5102,1295140,3970645.5102,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
3168200,MG,1114,1046,Prefeitura Municipal de Tapiraí,PM,0.1014,0.0498,0.8488,0,0.1,0.1,1.2,0,1.4,6.1,3,51.1,0,60.2,6.1,1.2,51.1,0,58.4,0.9,0.1,56.5,50.9,20.3,5.7,2.3,941,86150.6050732,215599.228701,301749.833774,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
3168309,MG,1841,2523,Companhia de Saneamento de Minas Gerais,COPASA,0.2456,0.1259,0.6285,0,1,0.5,2.5,0,4,24.4,12.5,62.5,0,99.4,24.4,5,62.5,0,91.9,0.9,0.1,136.2,122.6,49,13.6,5.4,2271,1793647.84649,520085.822277,2313733.66877,Solução conjunta,Solução conjunta,Não,Não
3168408,MG,8234,9657,Prefeitura Municipal de Tarumirim,PM,0.3101,0.0127,0.6771,0,3.3,0.1,7.3,0,10.7,137.9,5.7,301.1,0,444.6,137.9,2.3,301.1,0,441.2,0.9,0.1,521.5,469.4,32.9,52.2,20.9,8691,3801010.44019,2555203.33688,6356213.77707,Acima de 80%,Tratamento secundário avançado,Sim,Não
3168507,MG,7885,9473,Prefeitura Municipal de Teixeiras,PM,0.0983,0.0064,0.8953,0,0.9,0.1,8.3,0,9.3,41.8,2.7,381.2,0,425.8,41.8,1.1,381.2,0,424.1,0.9,0.1,511.5,460.4,92.1,51.2,20.5,8526,1788164.09349,1415196.69183,3203360.78532,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
3168606,MG,114424,127190,Companhia de Saneamento de Minas Gerais,COPASA,0.1383,0.0125,0,0.8492,16.6,1.5,0,101.7,119.7,854.7,77.1,0,5247.1,6178.9,854.7,30.8,0,1116.2,2001.7,0.9,0.1,6868.3,6181.5,185.4,686.8,274.7,114471,18893479.7898,15127286.9627,34020766.7525,Acima de 80%,Tratamento secundário avançado,Sim,Não
3168705,MG,85888,95863,Companhia de Saneamento de Minas Gerais,COPASA,0.0666,0.0049,0.9285,0,7.4,0.5,102.6,0,110.5,308.8,22.8,4306.4,0,4638,308.8,9.1,4306.4,0,4624.3,0.9,0.1,5176.6,4658.9,1863.6,517.7,207.1,86277,63160811.0007,16360090.3617,79520901.3624,Entre 60 e 80%,Tratamento secundário convencional,Sim,Não
3168804,MG,5759,8947,Companhia de Saneamento de Minas Gerais,COPASA,0.0967,0.0422,0.861,0,1.1,0.5,9.4,0,10.9,30.1,13.1,267.8,0,311,30.1,5.3,267.8,0,303.1,0.9,0.1,483.1,434.8,173.9,48.3,19.3,8052,4704802.42209,2285128.42576,6989930.84785,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
3168903,MG,4849,4806,Prefeitura Municipal de Tiros,PM,0.0131,0.0247,0.9622,0,0.1,0.2,7.1,0,7.3,3.4,6.5,251.9,0,261.8,3.4,2.6,251.9,0,258,0.9,0.1,259.5,233.6,93.4,26,10.4,4325,0,1059074.15648,1059074.15648,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
3169000,MG,13456,15867,Prefeitura Municipal de Tocantins,PM,0.065,0.0013,0.9337,0,1.3,0,19.2,0,20.6,47.2,1,678.4,0,726.6,47.2,0.4,678.4,0,726,0.9,0.1,856.8,771.1,154.2,85.7,34.3,14280,2746613.61902,2892277.6485,5638891.26752,Entre 60 e 80%,Tratamento secundário convencional,Sim,Não
3169059,MG,1056,2207,Prefeitura Municipal de Tocos do Moji,PM,0.3978,0,0.6022,0,0.5,0,0.7,0,1.1,22.7,0,34.3,0,57,22.7,0,34.3,0,57,0.9,0.1,119.2,107.3,42.9,11.9,4.8,1986,2174448.22012,454901.876954,2629350.09707,Entre 60 e 80%,Tratamento secundário convencional,Sim,Não
3169109,MG,2305,2681,Prefeitura Municipal de Toledo,PM,0.0365,0.005,0.9584,0,0.2,0,4.1,0,4.3,4.5,0.6,119.3,0,124.5,4.5,0.3,119.3,0,124.1,0.9,0.1,144.8,130.3,52.1,14.5,5.8,2413,580803.341278,588522.873092,1169326.21437,Entre 60 e 80%,Tratamento secundário convencional,Sim,Sim
3169208,MG,7430,7062,Serviço Autônomo de Água e Esgoto,SAAE,0.1461,0.0266,0.8273,0,1.6,0.3,8.9,0,10.8,58.6,10.7,331.9,0,401.2,58.6,4.3,331.9,0,394.8,0.9,0.1,381.3,343.2,137.3,38.1,15.2,6356,2067802.05413,1877725.85113,3945527.90526,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
3169307,MG,69417,78841,Companhia de Saneamento de Minas Gerais,COPASA,0.039,0.0057,0.9553,0,3.5,0.5,85.2,0,89.1,146.4,21.2,3581,0,3748.5,146.4,8.5,3581,0,3735.8,0.9,0.1,4257.4,3831.7,1532.7,425.7,170.3,70957,9830819.18827,14615513.251,24446332.4393,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
